match_id,match_date_utc,competition_name,competition_type,competition_stage,home_team_id,home_team_code,home_team_name,home_team_name_en,away_team_id,away_team_code,away_team_name,away_team_name_en,home_score_ft,away_score_ft,result_90m,result_final,venue,city,country,neutral_flag,source,source_match_id
18721130-sco-eng-friendly,1872-11-30T00:00:00Z,Friendly,friendly,Friendly,sco,SCO,苏格兰,Scotland,eng,ENG,英格兰,England,0,0,draw,draw,Glasgow,Glasgow,Scotland,0,martj42/international_results,1872-11-30__scotland__england
18730308-eng-sco-friendly,1873-03-08T00:00:00Z,Friendly,friendly,Friendly,eng,ENG,英格兰,England,sco,SCO,苏格兰,Scotland,4,2,home,home,London,London,England,0,martj42/international_results,1873-03-08__england__scotland
18740307-sco-eng-friendly,1874-03-07T00:00:00Z,Friendly,friendly,Friendly,sco,SCO,苏格兰,Scotland,eng,ENG,英格兰,England,2,1,home,home,Glasgow,Glasgow,Scotland,0,martj42/international_results,1874-03-07__scotland__england
18750306-eng-sco-friendly,1875-03-06T00:00:00Z,Friendly,friendly,Friendly,eng,ENG,英格兰,England,sco,SCO,苏格兰,Scotland,2,2,draw,draw,London,London,England,0,martj42/international_results,1875-03-06__england__scotland
18760304-sco-eng-friendly,1876-03-04T00:00:00Z,Friendly,friendly,Friendly,sco,SCO,苏格兰,Scotland,eng,ENG,英格兰,England,3,0,home,home,Glasgow,Glasgow,Scotland,0,martj42/international_results,1876-03-04__scotland__england
18770303-eng-sco-friendly,1877-03-03T00:00:00Z,Friendly,friendly,Friendly,eng,ENG,英格兰,England,sco,SCO,苏格兰,Scotland,1,3,away,away,London,London,England,0,martj42/international_results,1877-03-03__england__scotland
18780302-sco-eng-friendly,1878-03-02T00:00:00Z,Friendly,friendly,Friendly,sco,SCO,苏格兰,Scotland,eng,ENG,英格兰,England,7,2,home,home,Glasgow,Glasgow,Scotland,0,martj42/international_results,1878-03-02__scotland__england
18790405-eng-sco-friendly,1879-04-05T00:00:00Z,Friendly,friendly,Friendly,eng,ENG,英格兰,England,sco,SCO,苏格兰,Scotland,5,4,home,home,London,London,England,0,martj42/international_results,1879-04-05__england__scotland
18800313-sco-eng-friendly,1880-03-13T00:00:00Z,Friendly,friendly,Friendly,sco,SCO,苏格兰,Scotland,eng,ENG,英格兰,England,5,4,home,home,Glasgow,Glasgow,Scotland,0,martj42/international_results,1880-03-13__scotland__england
18810312-eng-sco-friendly,1881-03-12T00:00:00Z,Friendly,friendly,Friendly,eng,ENG,英格兰,England,sco,SCO,苏格兰,Scotland,1,6,away,away,London,London,England,0,martj42/international_results,1881-03-12__england__scotland
18820311-sco-eng-friendly,1882-03-11T00:00:00Z,Friendly,friendly,Friendly,sco,SCO,苏格兰,Scotland,eng,ENG,英格兰,England,5,1,home,home,Glasgow,Glasgow,Scotland,0,martj42/international_results,1882-03-11__scotland__england
18830310-eng-sco-friendly,1883-03-10T00:00:00Z,Friendly,friendly,Friendly,eng,ENG,英格兰,England,sco,SCO,苏格兰,Scotland,2,3,away,away,Sheffield,Sheffield,England,0,martj42/international_results,1883-03-10__england__scotland
18840315-sco-eng-british-home-championship,1884-03-15T00:00:00Z,British Home Championship,competitive,British Home Championship,sco,SCO,苏格兰,Scotland,eng,ENG,英格兰,England,1,0,home,home,Glasgow,Glasgow,Scotland,0,martj42/international_results,1884-03-15__scotland__england
18850321-eng-sco-british-home-championship,1885-03-21T00:00:00Z,British Home Championship,competitive,British Home Championship,eng,ENG,英格兰,England,sco,SCO,苏格兰,Scotland,1,1,draw,draw,London,London,England,0,martj42/international_results,1885-03-21__england__scotland
18851128-usa-can-friendly,1885-11-28T00:00:00Z,Friendly,friendly,Friendly,usa,USA,美国,United States,can,CAN,加拿大,Canada,0,1,away,away,Newark,Newark,United States,0,martj42/international_results,1885-11-28__united states__canada
18860327-sco-eng-british-home-championship,1886-03-27T00:00:00Z,British Home Championship,competitive,British Home Championship,sco,SCO,苏格兰,Scotland,eng,ENG,英格兰,England,1,1,draw,draw,Glasgow,Glasgow,Scotland,0,martj42/international_results,1886-03-27__scotland__england
18861125-usa-can-friendly,1886-11-25T00:00:00Z,Friendly,friendly,Friendly,usa,USA,美国,United States,can,CAN,加拿大,Canada,3,2,home,home,Newark,Newark,United States,0,martj42/international_results,1886-11-25__united states__canada
18870319-eng-sco-british-home-championship,1887-03-19T00:00:00Z,British Home Championship,competitive,British Home Championship,eng,ENG,英格兰,England,sco,SCO,苏格兰,Scotland,2,3,away,away,Blackburn,Blackburn,England,0,martj42/international_results,1887-03-19__england__scotland
18880317-sco-eng-british-home-championship,1888-03-17T00:00:00Z,British Home Championship,competitive,British Home Championship,sco,SCO,苏格兰,Scotland,eng,ENG,英格兰,England,0,5,away,away,Glasgow,Glasgow,Scotland,0,martj42/international_results,1888-03-17__scotland__england
18880919-sco-can-friendly,1888-09-19T00:00:00Z,Friendly,friendly,Friendly,sco,SCO,苏格兰,Scotland,can,CAN,加拿大,Canada,4,0,home,home,Glasgow,Glasgow,Scotland,0,martj42/international_results,1888-09-19__scotland__canada
18890413-eng-sco-british-home-championship,1889-04-13T00:00:00Z,British Home Championship,competitive,British Home Championship,eng,ENG,英格兰,England,sco,SCO,苏格兰,Scotland,2,3,away,away,London,London,England,0,martj42/international_results,1889-04-13__england__scotland
18900405-sco-eng-british-home-championship,1890-04-05T00:00:00Z,British Home Championship,competitive,British Home Championship,sco,SCO,苏格兰,Scotland,eng,ENG,英格兰,England,1,1,draw,draw,Glasgow,Glasgow,Scotland,0,martj42/international_results,1890-04-05__scotland__england
18910404-eng-sco-british-home-championship,1891-04-04T00:00:00Z,British Home Championship,competitive,British Home Championship,eng,ENG,英格兰,England,sco,SCO,苏格兰,Scotland,2,1,home,home,Blackburn,Blackburn,England,0,martj42/international_results,1891-04-04__england__scotland
18920402-sco-eng-british-home-championship,1892-04-02T00:00:00Z,British Home Championship,competitive,British Home Championship,sco,SCO,苏格兰,Scotland,eng,ENG,英格兰,England,1,4,away,away,Glasgow,Glasgow,Scotland,0,martj42/international_results,1892-04-02__scotland__england
18930401-eng-sco-british-home-championship,1893-04-01T00:00:00Z,British Home Championship,competitive,British Home Championship,eng,ENG,英格兰,England,sco,SCO,苏格兰,Scotland,5,2,home,home,Richmond,Richmond,England,0,martj42/international_results,1893-04-01__england__scotland
18940407-sco-eng-british-home-championship,1894-04-07T00:00:00Z,British Home Championship,competitive,British Home Championship,sco,SCO,苏格兰,Scotland,eng,ENG,英格兰,England,2,2,draw,draw,Glasgow,Glasgow,Scotland,0,martj42/international_results,1894-04-07__scotland__england
18950406-eng-sco-british-home-championship,1895-04-06T00:00:00Z,British Home Championship,competitive,British Home Championship,eng,ENG,英格兰,England,sco,SCO,苏格兰,Scotland,3,0,home,home,Liverpool,Liverpool,England,0,martj42/international_results,1895-04-06__england__scotland
18960404-sco-eng-british-home-championship,1896-04-04T00:00:00Z,British Home Championship,competitive,British Home Championship,sco,SCO,苏格兰,Scotland,eng,ENG,英格兰,England,2,1,home,home,Glasgow,Glasgow,Scotland,0,martj42/international_results,1896-04-04__scotland__england
18970403-eng-sco-british-home-championship,1897-04-03T00:00:00Z,British Home Championship,competitive,British Home Championship,eng,ENG,英格兰,England,sco,SCO,苏格兰,Scotland,1,2,away,away,London,London,England,0,martj42/international_results,1897-04-03__england__scotland
18980402-sco-eng-british-home-championship,1898-04-02T00:00:00Z,British Home Championship,competitive,British Home Championship,sco,SCO,苏格兰,Scotland,eng,ENG,英格兰,England,1,3,away,away,Glasgow,Glasgow,Scotland,0,martj42/international_results,1898-04-02__scotland__england
18990408-eng-sco-british-home-championship,1899-04-08T00:00:00Z,British Home Championship,competitive,British Home Championship,eng,ENG,英格兰,England,sco,SCO,苏格兰,Scotland,2,1,home,home,Birmingham,Birmingham,England,0,martj42/international_results,1899-04-08__england__scotland
19000407-sco-eng-british-home-championship,1900-04-07T00:00:00Z,British Home Championship,competitive,British Home Championship,sco,SCO,苏格兰,Scotland,eng,ENG,英格兰,England,4,1,home,home,Glasgow,Glasgow,Scotland,0,martj42/international_results,1900-04-07__scotland__england
19010330-eng-sco-british-home-championship,1901-03-30T00:00:00Z,British Home Championship,competitive,British Home Championship,eng,ENG,英格兰,England,sco,SCO,苏格兰,Scotland,2,2,draw,draw,London,London,England,0,martj42/international_results,1901-03-30__england__scotland
19020503-eng-sco-british-home-championship,1902-05-03T00:00:00Z,British Home Championship,competitive,British Home Championship,eng,ENG,英格兰,England,sco,SCO,苏格兰,Scotland,2,2,draw,draw,Birmingham,Birmingham,England,0,martj42/international_results,1902-05-03__england__scotland
19020720-uru-arg-friendly,1902-07-20T00:00:00Z,Friendly,friendly,Friendly,uru,URU,乌拉圭,Uruguay,arg,ARG,阿根廷,Argentina,0,6,away,away,Montevideo,Montevideo,Uruguay,0,martj42/international_results,1902-07-20__uruguay__argentina
19030404-eng-sco-british-home-championship,1903-04-04T00:00:00Z,British Home Championship,competitive,British Home Championship,eng,ENG,英格兰,England,sco,SCO,苏格兰,Scotland,1,2,away,away,Sheffield,Sheffield,England,0,martj42/international_results,1903-04-04__england__scotland
19030913-arg-uru-friendly,1903-09-13T00:00:00Z,Friendly,friendly,Friendly,arg,ARG,阿根廷,Argentina,uru,URU,乌拉圭,Uruguay,2,3,away,away,Buenos Aires,Buenos Aires,Argentina,0,martj42/international_results,1903-09-13__argentina__uruguay
19040409-sco-eng-british-home-championship,1904-04-09T00:00:00Z,British Home Championship,competitive,British Home Championship,sco,SCO,苏格兰,Scotland,eng,ENG,英格兰,England,0,1,away,away,Glasgow,Glasgow,Scotland,0,martj42/international_results,1904-04-09__scotland__england
19040501-bel-fra-evence-coppee-trophy,1904-05-01T00:00:00Z,Évence Coppée Trophy,competitive,Évence Coppée Trophy,bel,BEL,比利时,Belgium,fra,FRA,法国,France,3,3,draw,draw,Brussels,Brussels,Belgium,0,martj42/international_results,1904-05-01__belgium__france
19050212-fra-sui-friendly,1905-02-12T00:00:00Z,Friendly,friendly,Friendly,fra,FRA,法国,France,sui,SUI,瑞士,Switzerland,1,0,home,home,Paris,Paris,France,0,martj42/international_results,1905-02-12__france__switzerland
19050401-eng-sco-british-home-championship,1905-04-01T00:00:00Z,British Home Championship,competitive,British Home Championship,eng,ENG,英格兰,England,sco,SCO,苏格兰,Scotland,1,0,home,home,London,London,England,0,martj42/international_results,1905-04-01__england__scotland
19050430-bel-ned-friendly,1905-04-30T00:00:00Z,Friendly,friendly,Friendly,bel,BEL,比利时,Belgium,ned,NED,荷兰,Netherlands,1,4,away,away,Antwerp,Antwerp,Belgium,0,martj42/international_results,1905-04-30__belgium__netherlands
19050507-bel-fra-friendly,1905-05-07T00:00:00Z,Friendly,friendly,Friendly,bel,BEL,比利时,Belgium,fra,FRA,法国,France,7,0,home,home,Brussels,Brussels,Belgium,0,martj42/international_results,1905-05-07__belgium__france
19050514-ned-bel-friendly,1905-05-14T00:00:00Z,Friendly,friendly,Friendly,ned,NED,荷兰,Netherlands,bel,BEL,比利时,Belgium,4,0,home,home,Rotterdam,Rotterdam,Netherlands,0,martj42/international_results,1905-05-14__netherlands__belgium
19050815-arg-uru-copa-lipton,1905-08-15T00:00:00Z,Copa Lipton,competitive,Copa Lipton,arg,ARG,阿根廷,Argentina,uru,URU,乌拉圭,Uruguay,0,0,draw,draw,Buenos Aires,Buenos Aires,Argentina,0,martj42/international_results,1905-08-15__argentina__uruguay
19060407-sco-eng-british-home-championship,1906-04-07T00:00:00Z,British Home Championship,competitive,British Home Championship,sco,SCO,苏格兰,Scotland,eng,ENG,英格兰,England,2,1,home,home,Glasgow,Glasgow,Scotland,0,martj42/international_results,1906-04-07__scotland__england
19060422-fra-bel-friendly,1906-04-22T00:00:00Z,Friendly,friendly,Friendly,fra,FRA,法国,France,bel,BEL,比利时,Belgium,0,5,away,away,Saint-Cloud,Saint-Cloud,France,0,martj42/international_results,1906-04-22__france__belgium
19060429-bel-ned-friendly,1906-04-29T00:00:00Z,Friendly,friendly,Friendly,bel,BEL,比利时,Belgium,ned,NED,荷兰,Netherlands,5,0,home,home,Antwerp,Antwerp,Belgium,0,martj42/international_results,1906-04-29__belgium__netherlands
19060513-ned-bel-friendly,1906-05-13T00:00:00Z,Friendly,friendly,Friendly,ned,NED,荷兰,Netherlands,bel,BEL,比利时,Belgium,2,3,away,away,Rotterdam,Rotterdam,Netherlands,0,martj42/international_results,1906-05-13__netherlands__belgium
19060815-uru-arg-copa-lipton,1906-08-15T00:00:00Z,Copa Lipton,competitive,Copa Lipton,uru,URU,乌拉圭,Uruguay,arg,ARG,阿根廷,Argentina,0,2,away,away,Montevideo,Montevideo,Uruguay,0,martj42/international_results,1906-08-15__uruguay__argentina
19061021-arg-uru-copa-newton,1906-10-21T00:00:00Z,Copa Newton,competitive,Copa Newton,arg,ARG,阿根廷,Argentina,uru,URU,乌拉圭,Uruguay,2,1,home,home,Buenos Aires,Buenos Aires,Argentina,0,martj42/international_results,1906-10-21__argentina__uruguay
19070406-eng-sco-british-home-championship,1907-04-06T00:00:00Z,British Home Championship,competitive,British Home Championship,eng,ENG,英格兰,England,sco,SCO,苏格兰,Scotland,1,1,draw,draw,Newcastle,Newcastle,England,0,martj42/international_results,1907-04-06__england__scotland
19070414-bel-ned-friendly,1907-04-14T00:00:00Z,Friendly,friendly,Friendly,bel,BEL,比利时,Belgium,ned,NED,荷兰,Netherlands,1,3,away,away,Antwerp,Antwerp,Belgium,0,martj42/international_results,1907-04-14__belgium__netherlands
19070421-bel-fra-friendly,1907-04-21T00:00:00Z,Friendly,friendly,Friendly,bel,BEL,比利时,Belgium,fra,FRA,法国,France,1,2,away,away,Brussels,Brussels,Belgium,0,martj42/international_results,1907-04-21__belgium__france
19070509-ned-bel-friendly,1907-05-09T00:00:00Z,Friendly,friendly,Friendly,ned,NED,荷兰,Netherlands,bel,BEL,比利时,Belgium,1,2,away,away,Haarlem,Haarlem,Netherlands,0,martj42/international_results,1907-05-09__netherlands__belgium
19080308-sui-fra-friendly,1908-03-08T00:00:00Z,Friendly,friendly,Friendly,sui,SUI,瑞士,Switzerland,fra,FRA,法国,France,1,2,away,away,Geneva,Geneva,Switzerland,0,martj42/international_results,1908-03-08__switzerland__france
19080329-bel-ned-friendly,1908-03-29T00:00:00Z,Friendly,friendly,Friendly,bel,BEL,比利时,Belgium,ned,NED,荷兰,Netherlands,1,4,away,away,Antwerp,Antwerp,Belgium,0,martj42/international_results,1908-03-29__belgium__netherlands
19080404-sco-eng-british-home-championship,1908-04-04T00:00:00Z,British Home Championship,competitive,British Home Championship,sco,SCO,苏格兰,Scotland,eng,ENG,英格兰,England,1,1,draw,draw,Glasgow,Glasgow,Scotland,0,martj42/international_results,1908-04-04__scotland__england
19080405-sui-ger-friendly,1908-04-05T00:00:00Z,Friendly,friendly,Friendly,sui,SUI,瑞士,Switzerland,ger,GER,德国,Germany,5,3,home,home,Basel,Basel,Switzerland,0,martj42/international_results,1908-04-05__switzerland__germany
19080412-fra-bel-friendly,1908-04-12T00:00:00Z,Friendly,friendly,Friendly,fra,FRA,法国,France,bel,BEL,比利时,Belgium,1,2,away,away,Colombes,Colombes,France,0,martj42/international_results,1908-04-12__france__belgium
19080426-ned-bel-friendly,1908-04-26T00:00:00Z,Friendly,friendly,Friendly,ned,NED,荷兰,Netherlands,bel,BEL,比利时,Belgium,3,1,home,home,Rotterdam,Rotterdam,Netherlands,0,martj42/international_results,1908-04-26__netherlands__belgium
19080510-ned-fra-friendly,1908-05-10T00:00:00Z,Friendly,friendly,Friendly,ned,NED,荷兰,Netherlands,fra,FRA,法国,France,4,1,home,home,Rotterdam,Rotterdam,Netherlands,0,martj42/international_results,1908-05-10__netherlands__france
19080606-aut-eng-friendly,1908-06-06T00:00:00Z,Friendly,friendly,Friendly,aut,AUT,奥地利,Austria,eng,ENG,英格兰,England,1,6,away,away,Vienna,Vienna,Austria,0,martj42/international_results,1908-06-06__austria__england
19080607-aut-ger-friendly,1908-06-07T00:00:00Z,Friendly,friendly,Friendly,aut,AUT,奥地利,Austria,ger,GER,德国,Germany,3,2,home,home,Vienna,Vienna,Austria,0,martj42/international_results,1908-06-07__austria__germany
19080608-aut-eng-friendly,1908-06-08T00:00:00Z,Friendly,friendly,Friendly,aut,AUT,奥地利,Austria,eng,ENG,英格兰,England,1,11,away,away,Vienna,Vienna,Austria,0,martj42/international_results,1908-06-08__austria__england
19080712-swe-nor-friendly,1908-07-12T00:00:00Z,Friendly,friendly,Friendly,swe,SWE,瑞典,Sweden,nor,NOR,挪威,Norway,11,3,home,home,Gothenburg,Gothenburg,Sweden,0,martj42/international_results,1908-07-12__sweden__norway
19080815-uru-arg-copa-lipton,1908-08-15T00:00:00Z,Copa Lipton,competitive,Copa Lipton,uru,URU,乌拉圭,Uruguay,arg,ARG,阿根廷,Argentina,2,2,draw,draw,Montevideo,Montevideo,Uruguay,0,martj42/international_results,1908-08-15__uruguay__argentina
19080913-arg-uru-copa-newton,1908-09-13T00:00:00Z,Copa Newton,competitive,Copa Newton,arg,ARG,阿根廷,Argentina,uru,URU,乌拉圭,Uruguay,2,1,home,home,Buenos Aires,Buenos Aires,Argentina,0,martj42/international_results,1908-09-13__argentina__uruguay
19081004-arg-uru-copa-premio-honor-argentino,1908-10-04T00:00:00Z,Copa Premio Honor Argentino,competitive,Copa Premio Honor Argentino,arg,ARG,阿根廷,Argentina,uru,URU,乌拉圭,Uruguay,0,1,away,away,Buenos Aires,Buenos Aires,Argentina,0,martj42/international_results,1908-10-04__argentina__uruguay
19081023-ned-swe-olympic-games,1908-10-23T00:00:00Z,Olympic Games,competitive,Olympic Games,ned,NED,荷兰,Netherlands,swe,SWE,瑞典,Sweden,2,0,home,home,London,London,England,1,martj42/international_results,1908-10-23__netherlands__sweden
19081025-ned-swe-friendly,1908-10-25T00:00:00Z,Friendly,friendly,Friendly,ned,NED,荷兰,Netherlands,swe,SWE,瑞典,Sweden,5,3,home,home,The Hague,The Hague,Netherlands,0,martj42/international_results,1908-10-25__netherlands__sweden
19081026-bel-swe-friendly,1908-10-26T00:00:00Z,Friendly,friendly,Friendly,bel,BEL,比利时,Belgium,swe,SWE,瑞典,Sweden,2,1,home,home,Brussels,Brussels,Belgium,0,martj42/international_results,1908-10-26__belgium__sweden
19090321-bel-ned-friendly,1909-03-21T00:00:00Z,Friendly,friendly,Friendly,bel,BEL,比利时,Belgium,ned,NED,荷兰,Netherlands,1,4,away,away,Antwerp,Antwerp,Belgium,0,martj42/international_results,1909-03-21__belgium__netherlands
19090403-eng-sco-british-home-championship,1909-04-03T00:00:00Z,British Home Championship,competitive,British Home Championship,eng,ENG,英格兰,England,sco,SCO,苏格兰,Scotland,2,0,home,home,London,London,England,0,martj42/international_results,1909-04-03__england__scotland
19090404-ger-sui-friendly,1909-04-04T00:00:00Z,Friendly,friendly,Friendly,ger,GER,德国,Germany,sui,SUI,瑞士,Switzerland,1,0,home,home,Karlsruhe,Karlsruhe,Germany,0,martj42/international_results,1909-04-04__germany__switzerland
19090425-ned-bel-friendly,1909-04-25T00:00:00Z,Friendly,friendly,Friendly,ned,NED,荷兰,Netherlands,bel,BEL,比利时,Belgium,4,1,home,home,Rotterdam,Rotterdam,Netherlands,0,martj42/international_results,1909-04-25__netherlands__belgium
19090509-bel-fra-friendly,1909-05-09T00:00:00Z,Friendly,friendly,Friendly,bel,BEL,比利时,Belgium,fra,FRA,法国,France,5,2,home,home,Brussels,Brussels,Belgium,0,martj42/international_results,1909-05-09__belgium__france
19090601-aut-eng-friendly,1909-06-01T00:00:00Z,Friendly,friendly,Friendly,aut,AUT,奥地利,Austria,eng,ENG,英格兰,England,1,8,away,away,Vienna,Vienna,Austria,0,martj42/international_results,1909-06-01__austria__england
19090815-arg-uru-copa-lipton,1909-08-15T00:00:00Z,Copa Lipton,competitive,Copa Lipton,arg,ARG,阿根廷,Argentina,uru,URU,乌拉圭,Uruguay,2,1,home,home,Buenos Aires,Buenos Aires,Argentina,0,martj42/international_results,1909-08-15__argentina__uruguay
19090919-uru-arg-copa-newton,1909-09-19T00:00:00Z,Copa Newton,competitive,Copa Newton,uru,URU,乌拉圭,Uruguay,arg,ARG,阿根廷,Argentina,2,2,draw,draw,Montevideo,Montevideo,Uruguay,0,martj42/international_results,1909-09-19__uruguay__argentina
19091010-arg-uru-copa-premio-honor-argentino,1909-10-10T00:00:00Z,Copa Premio Honor Argentino,competitive,Copa Premio Honor Argentino,arg,ARG,阿根廷,Argentina,uru,URU,乌拉圭,Uruguay,3,1,home,home,Buenos Aires,Buenos Aires,Argentina,0,martj42/international_results,1909-10-10__argentina__uruguay
19100313-bel-ned-friendly,1910-03-13T00:00:00Z,Friendly,friendly,Friendly,bel,BEL,比利时,Belgium,ned,NED,荷兰,Netherlands,3,2,home,home,Antwerp,Antwerp,Belgium,0,martj42/international_results,1910-03-13__belgium__netherlands
19100402-sco-eng-british-home-championship,1910-04-02T00:00:00Z,British Home Championship,competitive,British Home Championship,sco,SCO,苏格兰,Scotland,eng,ENG,英格兰,England,2,0,home,home,Glasgow,Glasgow,Scotland,0,martj42/international_results,1910-04-02__scotland__england
19100403-fra-bel-friendly,1910-04-03T00:00:00Z,Friendly,friendly,Friendly,fra,FRA,法国,France,bel,BEL,比利时,Belgium,0,4,away,away,Gentilly,Gentilly,France,0,martj42/international_results,1910-04-03__france__belgium
19100403-sui-ger-friendly,1910-04-03T00:00:00Z,Friendly,friendly,Friendly,sui,SUI,瑞士,Switzerland,ger,GER,德国,Germany,2,3,away,away,Basel,Basel,Switzerland,0,martj42/international_results,1910-04-03__switzerland__germany
19100410-ned-bel-friendly,1910-04-10T00:00:00Z,Friendly,friendly,Friendly,ned,NED,荷兰,Netherlands,bel,BEL,比利时,Belgium,7,0,home,home,Haarlem,Haarlem,Netherlands,0,martj42/international_results,1910-04-10__netherlands__belgium
19100424-ned-ger-friendly,1910-04-24T00:00:00Z,Friendly,friendly,Friendly,ned,NED,荷兰,Netherlands,ger,GER,德国,Germany,4,2,home,home,Arnhem,Arnhem,Netherlands,0,martj42/international_results,1910-04-24__netherlands__germany
19100516-ger-bel-friendly,1910-05-16T00:00:00Z,Friendly,friendly,Friendly,ger,GER,德国,Germany,bel,BEL,比利时,Belgium,0,3,away,away,Duisburg,Duisburg,Germany,0,martj42/international_results,1910-05-16__germany__belgium
19100612-arg-uru-friendly,1910-06-12T00:00:00Z,Friendly,friendly,Friendly,arg,ARG,阿根廷,Argentina,uru,URU,乌拉圭,Uruguay,4,1,home,home,Buenos Aires,Buenos Aires,Argentina,0,martj42/international_results,1910-06-12__argentina__uruguay
19100815-uru-arg-copa-lipton,1910-08-15T00:00:00Z,Copa Lipton,competitive,Copa Lipton,uru,URU,乌拉圭,Uruguay,arg,ARG,阿根廷,Argentina,3,1,home,home,Montevideo,Montevideo,Uruguay,0,martj42/international_results,1910-08-15__uruguay__argentina
19100911-nor-swe-friendly,1910-09-11T00:00:00Z,Friendly,friendly,Friendly,nor,NOR,挪威,Norway,swe,SWE,瑞典,Sweden,0,4,away,away,Kristiania,Kristiania,Norway,0,martj42/international_results,1910-09-11__norway__sweden
19101016-ger-ned-friendly,1910-10-16T00:00:00Z,Friendly,friendly,Friendly,ger,GER,德国,Germany,ned,NED,荷兰,Netherlands,1,2,away,away,Kleve,Kleve,Germany,0,martj42/international_results,1910-10-16__germany__netherlands
19101113-arg-uru-copa-premio-honor-argentino,1910-11-13T00:00:00Z,Copa Premio Honor Argentino,competitive,Copa Premio Honor Argentino,arg,ARG,阿根廷,Argentina,uru,URU,乌拉圭,Uruguay,1,1,draw,draw,Buenos Aires,Buenos Aires,Argentina,0,martj42/international_results,1910-11-13__argentina__uruguay
19101127-arg-uru-copa-premio-honor-argentino,1910-11-27T00:00:00Z,Copa Premio Honor Argentino,competitive,Copa Premio Honor Argentino,arg,ARG,阿根廷,Argentina,uru,URU,乌拉圭,Uruguay,2,6,away,away,Buenos Aires,Buenos Aires,Argentina,0,martj42/international_results,1910-11-27__argentina__uruguay
19110319-bel-ned-friendly,1911-03-19T00:00:00Z,Friendly,friendly,Friendly,bel,BEL,比利时,Belgium,ned,NED,荷兰,Netherlands,1,5,away,away,Antwerp,Antwerp,Belgium,0,martj42/international_results,1911-03-19__belgium__netherlands
19110326-ger-sui-friendly,1911-03-26T00:00:00Z,Friendly,friendly,Friendly,ger,GER,德国,Germany,sui,SUI,瑞士,Switzerland,6,2,home,home,Stuttgart,Stuttgart,Germany,0,martj42/international_results,1911-03-26__germany__switzerland
19110401-eng-sco-british-home-championship,1911-04-01T00:00:00Z,British Home Championship,competitive,British Home Championship,eng,ENG,英格兰,England,sco,SCO,苏格兰,Scotland,1,1,draw,draw,Liverpool,Liverpool,England,0,martj42/international_results,1911-04-01__england__scotland
19110402-ned-bel-friendly,1911-04-02T00:00:00Z,Friendly,friendly,Friendly,ned,NED,荷兰,Netherlands,bel,BEL,比利时,Belgium,3,1,home,home,Dordrecht,Dordrecht,Netherlands,0,martj42/international_results,1911-04-02__netherlands__belgium
19110423-bel-ger-friendly,1911-04-23T00:00:00Z,Friendly,friendly,Friendly,bel,BEL,比利时,Belgium,ger,GER,德国,Germany,2,1,home,home,Liège,Liège,Belgium,0,martj42/international_results,1911-04-23__belgium__germany
19110423-sui-fra-friendly,1911-04-23T00:00:00Z,Friendly,friendly,Friendly,sui,SUI,瑞士,Switzerland,fra,FRA,法国,France,5,2,home,home,Geneva,Geneva,Switzerland,0,martj42/international_results,1911-04-23__switzerland__france
19110430-bel-fra-friendly,1911-04-30T00:00:00Z,Friendly,friendly,Friendly,bel,BEL,比利时,Belgium,fra,FRA,法国,France,7,1,home,home,Uccle,Uccle,Belgium,0,martj42/international_results,1911-04-30__belgium__france
19110618-swe-ger-friendly,1911-06-18T00:00:00Z,Friendly,friendly,Friendly,swe,SWE,瑞典,Sweden,ger,GER,德国,Germany,2,4,away,away,Solna,Solna,Sweden,0,martj42/international_results,1911-06-18__sweden__germany
19110815-arg-uru-copa-lipton,1911-08-15T00:00:00Z,Copa Lipton,competitive,Copa Lipton,arg,ARG,阿根廷,Argentina,uru,URU,乌拉圭,Uruguay,0,2,away,away,Buenos Aires,Buenos Aires,Argentina,0,martj42/international_results,1911-08-15__argentina__uruguay
19110917-swe-nor-friendly,1911-09-17T00:00:00Z,Friendly,friendly,Friendly,swe,SWE,瑞典,Sweden,nor,NOR,挪威,Norway,4,1,home,home,Solna,Solna,Sweden,0,martj42/international_results,1911-09-17__sweden__norway
19110917-uru-arg-copa-newton,1911-09-17T00:00:00Z,Copa Newton,competitive,Copa Newton,uru,URU,乌拉圭,Uruguay,arg,ARG,阿根廷,Argentina,2,3,away,away,Montevideo,Montevideo,Uruguay,0,martj42/international_results,1911-09-17__uruguay__argentina
19111008-uru-arg-copa-premio-honor-uruguayo,1911-10-08T00:00:00Z,Copa Premio Honor Uruguayo,competitive,Copa Premio Honor Uruguayo,uru,URU,乌拉圭,Uruguay,arg,ARG,阿根廷,Argentina,1,1,draw,draw,Montevideo,Montevideo,Uruguay,0,martj42/international_results,1911-10-08__uruguay__argentina
19111009-ger-aut-friendly,1911-10-09T00:00:00Z,Friendly,friendly,Friendly,ger,GER,德国,Germany,aut,AUT,奥地利,Austria,1,2,away,away,Dresden,Dresden,Germany,0,martj42/international_results,1911-10-09__germany__austria
19111022-arg-uru-copa-premio-honor-argentino,1911-10-22T00:00:00Z,Copa Premio Honor Argentino,competitive,Copa Premio Honor Argentino,arg,ARG,阿根廷,Argentina,uru,URU,乌拉圭,Uruguay,2,0,home,home,Buenos Aires,Buenos Aires,Argentina,0,martj42/international_results,1911-10-22__argentina__uruguay
